A,B,C,Y
106.64474646533141,227.04451698290606,20.824683933767954,2052.615261366526
57.0085274193535,215.91185428893058,27.80562217274344,1888.8514193287733
66.75101064317124,190.2600024399563,13.109782870587921,1682.253101082587
78.05146156332505,247.50004915034953,15.477505002374826,2179.6702812140643
76.88065902481034,184.88762732144113,17.441670201626934,1666.4926393244166
91.54320419199983,210.53936220525878,22.829307133727198,1924.1445643536988
89.94702945843596,190.68074291008398,15.423892836333195,1742.0873547502968
98.71754703507517,203.93878187457656,15.443726014667243,1840.583734423807
93.89446406221612,173.11118523653937,14.622942994043445,1615.7790955300636
90.27410602605431,212.31033176390343,21.893629891968892,1908.0926754545417
107.0184533725618,205.96010858871375,24.175550726533647,1923.6836152947646
85.24392323645178,177.12225634971367,12.722327734281382,1599.2803993864773
90.2277434426621,180.73106680229318,16.41063658363366,1718.2521292474028
74.11204057212694,223.56464165763873,19.93223122207506,1956.6977585464224
123.64098416726347,241.8338778060242,25.110816669332863,2256.22477471124
95.09192412242369,198.8902320170433,15.0691264836022,1821.8211018136944
64.21531810717266,210.16901451554293,18.736797206128337,1868.178594518776
130.8356367126117,168.73311715153022,25.857108435972364,1673.1729749914414
130.64502914788935,164.81495424909326,18.949974475753958,1580.5540254145662
119.82815556981086,195.69967176221382,21.619603086770812,1881.6535785578878
121.69159012778636,210.4637293269544,17.600661907900765,1983.0232032296497
97.03798070782429,160.96876013577304,9.19016092157552,1498.7254992653325
122.1402490508734,175.50444021115246,13.54741051696239,1691.1145732448679
111.06656739723466,149.4367041969884,25.494342037175183,1476.594767359805
93.63126856675596,192.17145574647722,26.717343127437747,1782.0990881747207
89.48635659775681,186.70274308891078,19.63042541804531,1725.4001827104516
99.20587854974329,162.89923813036876,17.179684614141898,1556.3165322819298
93.96587928187105,244.22694253470215,17.153501813816,2186.3163954296383
82.79007130380444,196.12428746669744,25.040747006788546,1813.9567722343604
117.08196399149914,195.9468351384779,25.19933266894231,1859.9062249999079
108.22144175616933,239.69988542315332,21.102680175367148,2242.0555821670328
128.07541054269913,228.21970545361847,12.436382218987385,2158.466778128356
103.61589306531698,222.04015554802,26.354441366273228,2042.3387942248862
59.87311862955287,277.535584077059,25.22263478319116,2430.0957964766058
108.6710906772459,204.47171359330764,18.258546820937585,1884.3247083384676
90.93208431334324,171.60861792812088,16.819004665284336,1608.8996608125044
89.67184130955326,236.61142768391764,26.863121122628968,2173.9712525285654
102.48910156943329,227.1842566355981,22.233364352355245,2035.3604518315417
87.99220993694412,189.09214239681555,19.809369831206183,1725.3755757512274
79.74779257693933,196.1848614894177,4.992834789223451,1775.4119891793398
88.66159221419593,148.46746523287413,22.952734147163206,1419.010586691073
95.30579825746223,216.99703648050934,18.049017772405342,2025.1732724433932
127.7159519504498,234.1393535134199,17.49458796168808,2180.4534070600453
79.77746762621913,185.3617417207465,23.128458232720156,1706.3579125484712
129.36261924390806,144.4968342928421,24.671591190559493,1493.8797787342767
122.21934500827396,138.28207044824956,31.2019117240488,1428.1742746420139
98.21393953742263,238.08788094776972,16.762948806378198,2103.6808472119915
124.1271453910154,163.93686743187627,15.516912393216291,1588.2651204994766
65.40456373426673,160.9423721325174,23.077627645308976,1439.564885036322
127.17021841948683,216.87480731370988,24.621058568971797,2030.1031105439238
108.80519640228852,181.32018665262927,18.034031052846537,1717.366051258087
91.94695802401732,188.94301986642608,13.094015017395943,1748.5072625920232
73.60367149959401,243.18338874348316,21.533228304826643,2187.6290286258313
126.57972587190085,220.89704059945626,15.615979905394916,2059.315190053659
143.84756308503933,208.7551095699685,20.97965105533523,1962.0568726484032
130.42518378410105,240.42113491945491,17.195781273201362,2204.072912793721
107.40392270752753,187.5741600915853,24.036892897031905,1797.6689878721136
89.63029684498463,203.33657081900907,23.265278068137217,1881.7738968638732
94.49768419775143,192.00804056361554,22.87314900308775,1774.1734212479091
90.18992808210146,216.13431317018416,12.637265027109454,1952.8856936159611
104.0793396578942,217.34351015605114,23.020221133579756,2004.6090395552847
101.59740899426446,196.8435012172512,17.57263303901479,1820.063763286567
100.67426796856334,207.45102918906417,24.653335809940057,1947.0852708743494
113.30091934234746,153.81843779404502,20.56118946778253,1495.1882105577624
95.94335871140346,223.76349758905167,24.992756159513377,2038.0890463189037
98.39826574477465,210.89391961948633,14.108999465045992,1937.5084381007512
104.39895201800134,228.4279937859646,24.703185149204515,2082.6721878930207
109.4977278265967,176.40830280994868,34.35812564883559,1702.3929904331492
96.40799271976509,188.74461762090658,19.057201550916062,1787.2312749031664
88.6798412828101,193.4356698707514,14.1338557548502,1763.1870822214655
119.30801249443228,150.70602412497806,22.044849841399092,1481.2705039135985
96.35275990020013,188.83097501042235,25.17167044151843,1764.394073878663
123.13102056505357,228.871093216391,22.67492157384637,2111.937994897674
94.85727590213916,156.55232389023956,21.515037816946666,1470.2321904759183
146.91023476787564,201.3618442184742,26.975364711323557,1933.2993785425779
127.15504798585887,227.7326097062107,20.849748489903448,2138.6997540309694
119.35548689070777,202.19157811483566,12.25708801205293,1909.0212757714871
46.276422088105434,194.3789054709026,22.853879168730405,1697.8925547723545
94.43195174282741,187.21524712604833,19.73121870137954,1722.963324961633
72.5850830233255,175.64549454201313,14.713829420620854,1604.8184820927436
118.65899199897262,167.3368192761106,17.085131344604154,1599.198643581009
118.67886794557748,195.5784936342895,19.721909999848787,1819.3740096757795
93.50284490106849,192.23589770618915,12.400450425862333,1719.431985842734
67.131321473985,235.3364054657632,19.55677811659301,2098.029316699952
86.78502254325707,181.32975556076298,23.24799588056219,1688.7927510462464
106.63419670691614,205.6254325683743,22.634811621617246,1900.5387893471586
113.99633193919284,225.9300326208741,24.297941230690338,2073.6957189831055
143.13239922528282,213.72987607975014,14.879074813693297,2065.3929551342653
110.48302177293348,206.77608190911926,31.34072867301495,1908.8716362501305
93.13911936527933,225.96800397951193,27.741043265866818,2032.2404615043931
90.83900955206917,186.44960814910593,31.09033695792499,1655.3791239561108
76.9690692497982,203.35252145512754,20.193896350734082,1852.7968245948425
98.04230286850111,194.832229689432,23.859666298220507,1808.4696755142625
82.00549689600028,151.1650441363786,19.769607846731997,1374.5121959837911
69.1969632988463,253.60053272050473,20.849046032016588,2261.6735268249267
110.24947436705062,262.35910289950135,25.417973788165664,2354.783770497949
93.05012876438094,182.23826646301157,16.799468638955243,1705.0986288166384
116.64061510561396,164.48158734581207,19.884572599798506,1593.9918116794072
116.0089355855242,243.57639714234324,25.69962259204447,2272.291298241527
104.04728978364894,171.57398351536736,20.74111177370171,1651.4906694238118
73.79067215670682,267.4641170132404,25.086126639657813,2406.9047284754556
100.77593576096561,243.85773696703328,17.263217253903417,2221.044761532153
68.56472741612221,206.74209737402228,16.80039177248423,1863.2882427370685
82.89423221983859,213.60457893624908,22.44545479914554,1882.349679207234
98.51545243291291,151.45660895463976,16.212720703243775,1475.0200817717691
114.74801174764362,145.7573788923007,27.35611116472098,1476.007419147664
98.66075540691173,210.89529761789723,20.7450932655475,1949.7085136602834
87.5219470937868,176.7606844782067,18.28913716560095,1651.9568101799623
67.08252456511588,208.38138519555628,25.796626861808793,1855.1692248988052
106.32373489879932,162.27285880720802,23.273675428200093,1602.9782879293878
70.75204253122762,233.82666298921643,15.046797063321556,2045.903251656678
124.63820068195122,202.58679654817686,23.907821685131594,1911.0961042984375
90.78796242616103,198.10512261484777,19.773300189563344,1843.0132487643477
69.6640957252451,210.81419628437675,24.884821350121967,1862.0685735179754
100.61830248900984,207.06721506384082,15.490906308086867,1892.7712480510002
80.32209439548856,167.7076843293608,22.42240346466661,1527.8636072077227
109.14265752857496,207.4556142952461,22.71358122227583,1912.5002485244004
96.6973306733372,230.63114357946066,9.825372635313546,2081.771435658294
118.97516704579476,246.19855256194478,15.340995755943194,2276.2488018684403
60.736582290554885,230.30660750782152,18.568682050135,2050.9112187627425
109.33658068693101,245.84558219945063,6.332691667294787,2247.5934428500177
87.58305554216724,190.6830910331193,15.87964996517779,1733.7031994754805
116.38445255554754,205.3884383548737,19.04335083357335,1950.7553774002558
104.44883197918259,226.07933687791748,22.99483287813318,2042.2101607100985
76.25184474709391,207.0808172351213,23.58297280677841,1864.2740535703706
107.58960889583969,201.71821767726615,18.243046359841,1871.0583605850218
108.91251714054708,204.34142297093942,16.731943330534484,1932.285076913715
106.1074907819238,230.72423922707173,24.172625071647353,2129.9968197789944
94.95045566251642,202.82946442752947,23.036943375409646,1840.0083674528632
93.68396237706273,156.6116471008598,19.438562119090392,1501.7795277290504
81.8990114580094,189.1047221984141,15.16091045491606,1722.9369120819342
112.25779376533471,147.3812858834488,13.330106739631901,1442.6622452464385
117.37216401955388,182.00393331649622,28.345056200838627,1714.7563621858983
112.34433684135722,224.156905472784,15.381712658148821,2106.343624803384
116.1667008129154,197.3744219080968,12.912708979790718,1853.9754585802762
119.87712642759277,184.2243392250917,22.094103465817465,1788.1909405196732
58.09143641853997,199.97849221600816,21.707482567291873,1783.6818203334606
94.32000055760379,171.79485833479234,20.0581862791418,1602.775325100717
110.71676556249261,220.0857278098793,14.783584477987247,2049.542426054661
106.8538019001435,247.59627344960856,15.96631756956892,2272.234159989993
99.67702646356459,245.80251686260624,23.31819658759334,2243.477458995815
126.06563222062204,225.94302706040534,18.657145222426724,2128.7901932311843
114.76647690710848,163.70310000784724,22.99636148474941,1572.6381148534906
78.90048501151412,203.3737263274118,30.189405668341347,1795.3023328927534
61.25941032192113,183.31949299291222,22.325919000084784,1633.3516613940783
127.9181418912263,190.4726705294209,18.842053491300675,1818.4013084729343
102.83854187995107,222.54372135408417,25.20709923578348,2042.2272874838745
111.27187211407303,173.89786040512092,22.83581970696793,1673.026260316389
113.87211269507384,185.7225440763268,20.757821330704928,1720.478459642993
122.71288654856258,208.0062790093342,14.621314769221069,1933.8671337880621
143.47460260374234,211.36915550328388,25.56474424468118,2012.7339756348015
71.90295704438557,194.37605663447354,21.489378423551685,1750.1056878717654
95.4838829696924,185.6390166111252,22.388832420861625,1722.4827775529134
66.35883318917422,215.19087182556743,21.543943002964873,1946.1255147302331
102.30086598196371,159.53866281389568,13.464782093875526,1486.3329062922915
107.13863887142406,228.21244923715648,22.726116320411233,2134.624767469787
86.06697496457359,167.4200070462186,21.270209086368293,1550.6841105171036
90.89005187574668,210.02482935351492,20.019745874770884,1904.1076579527787
115.53306956105683,208.5079516043058,17.37313594812727,1966.6952657305517
112.90055310576264,165.07637856381433,24.136098785834825,1607.1211696191735
138.4661516258222,181.5099307553654,16.89923773700295,1762.3143795866617
79.4084013769862,281.0173324089415,19.391854900159903,2445.0090229001516
113.69826255256244,216.39689588249828,28.23841282645288,2010.0380216487458
138.70279247873546,214.11590716693797,18.114586396518906,2035.978315887997
82.19051022702376,184.11899392343815,19.19250802046625,1691.4820574649038
100.02098252177007,164.96459715002425,25.873943597024322,1604.7239690420947
83.60093068090399,212.31263181916097,12.225837350620735,1869.704631296842
115.72881503545668,244.90890933805662,11.974122538816808,2244.1070764370947
92.2410760968078,187.143358894829,27.710449723747303,1738.1580548418287
118.49135107725333,183.11710961594383,23.44484907472878,1723.1996894671292
105.56606169354649,208.63115767028765,15.715891883889608,1935.2285274785665
70.36340981920375,246.6726358415287,21.84078078482037,2152.7432879391185
74.53876325618833,130.61013868619642,22.751151929727513,1246.7885771412211
85.24229915079255,217.49413285979017,20.997448879928008,1962.7139575028227
110.83248337412039,187.51781589273963,19.888711483376635,1796.4702822791367
132.015936731907,230.69590813140422,18.90118310648391,2166.754306247047
82.3569515244326,204.08929754710832,17.307999165422284,1854.242721078014
91.6784720573926,157.5176372742604,23.431234442676686,1482.108029489755
60.74294365809064,225.9661191363654,19.053411298435492,2002.0607296629378
99.43437313321037,203.78278324433987,21.338225264370557,1868.794380907175
87.84322144918332,192.33087467111275,17.018172110065702,1781.854736924311
103.91533292466437,238.91550441484452,14.058000217541139,2176.654191259548
114.0515388583264,206.86856302168715,19.493573231144666,1939.263821969782
102.05424496878433,168.40380820875953,21.57809499096616,1598.2197705491799
93.14215817340647,172.68686147156026,14.318602581265196,1593.8646114411013
113.65061466956811,201.66061322954747,21.60362746797375,1928.2526505713538
138.1703606361493,187.06952140885824,22.570819018291097,1812.3881422735797
114.5972340346088,223.57442404321145,10.649057576507172,2041.660617693194
101.93739640098853,200.4035153078326,18.915620797515043,1811.279460128069
92.6001003500067,166.34550401494505,27.072139379039896,1534.446882476406
131.44785676486626,185.47856526595598,20.22656108086537,1851.4756263558638
74.37163949302315,190.71283033958113,16.3851059694883,1704.7151359761622
90.07000618824168,173.11783439561927,23.89872256525521,1611.8681171159615
122.72994590517838,162.84028521829407,20.685684903074893,1597.4354486877237
106.99970592226384,232.5841875072118,16.95665840753257,2111.1432274959843
67.39742769140528,154.24707803800007,26.019057459560393,1427.933806122255
96.58526336410303,189.04340637958472,21.950529561030603,1782.2108429307793
101.331089245554,216.19200454768946,27.912227830494984,2011.4066917871235
109.84714529309962,222.54173333137228,20.25261904352217,2048.2403761053965
93.89978946425609,201.68380327273843,27.715324188892648,1866.092526540964
109.45229318659396,232.96178547997943,19.459563364657964,2077.492364606455
125.77857792248074,168.65666517765993,25.25246855967241,1698.6736923648468
98.25625844925152,201.08394349010965,7.951913344726535,1856.2704283162368
116.87576837900716,220.1153398137817,19.34979289677969,2033.806052420611
109.28751967068885,183.03440029289771,21.776255362310334,1730.6528016338627
100.079139350692,192.26950445209013,24.246304067816656,1808.6236989912386
52.48088551572508,250.48192350046043,22.397690779460763,2124.059489882225
89.17510743370454,264.62535923377146,20.181546202013717,2318.638702807782
90.78869255268938,159.88153956950026,20.385278912048573,1541.3758889456717
81.8959242850722,231.56772112064542,20.675519034794256,2086.851996803091
99.02969616189273,217.07914343349393,16.540320546253586,1969.705776967553
87.09995501851594,206.19817865467923,16.0657902248411,1822.0849650149166
66.19362748893911,199.2759750468862,12.550760021937819,1720.364478059759
92.91119288864638,188.35649209711735,20.035692731424522,1783.408681892246
135.0598890187337,181.91407385941204,18.50355498367185,1770.2172452088748
87.99905137596178,151.22496705653913,16.48350697094358,1452.2011505839146
90.76332696638663,199.29912194162404,21.204281428967793,1835.8387949395756
91.81423064902515,160.35296901132654,15.515539158945167,1507.307952178178
75.3831895516585,208.4576137093683,18.05155321955675,1860.7011613014222
124.2808669494849,201.37023710220183,21.39572497546375,1935.172054346068
107.60059604306623,215.9974826495296,23.205517182834065,1980.5182490914697
91.4833484906548,225.9055480580044,13.804833600473339,2046.543277514014
122.49334095293196,247.1172750156762,27.767388825863257,2258.2387700516288
61.28322566211536,169.42555667426078,14.588956260843021,1587.6509896145783
77.0862610667306,183.85656856481742,25.82846328888654,1687.9592699825328
101.88737515653894,208.4644929314264,30.82075027175991,1913.960444381426
106.58574249980481,220.3929342371044,19.175908930858952,2012.1415169600461
112.25394789668712,231.3293832607261,25.714892288752424,2141.1955353039793
140.80411341615408,160.27073109466875,26.534693521997003,1656.0710662139165
112.80597213603488,197.52478798117156,17.26513280646916,1854.6220414363445
121.81205853554742,175.40091114188178,22.357522923234786,1694.3707198784414
148.5023954993344,164.10179263977378,26.827773783958655,1643.2199119765455
93.5580772596407,193.78464054809223,16.36628254266504,1808.7026592273542
116.18424311178357,180.31993515246998,20.717108381697845,1708.8061622946643
130.1627659456048,273.0029450836362,24.191596941280554,2473.753331347642
66.16132791666051,174.74386682453593,29.755584526260797,1598.6217219739042
104.32315719240047,172.6157497576605,34.4226017597632,1613.0791156741675
88.70729951201146,187.29413591873725,16.212421493915816,1723.428926720741
151.97816751586802,184.78809223248172,18.38134606924845,1766.3417193673245
78.62722345915589,196.32863274297222,21.813942968441104,1814.0610230461216
100.31953581125678,199.4303483851875,20.369232356719323,1883.2017589550046
87.98955536980056,214.0158505734519,19.3632372740479,1881.7219878589658
112.32924465486562,247.2924989591438,19.599531321903456,2245.143183883003
110.51298246036917,193.68728890893362,21.109081916594626,1841.6925565481308
86.67718430268275,248.19196167388426,17.581182722259502,2193.5174370058976
124.66663623332605,187.01621435459487,20.77429127087124,1824.5929012345
102.08602203640096,216.2326476555737,19.149197508877574,1981.2176881312428
123.24806400147247,211.7829181019363,18.74685007408919,1995.0785827260113
119.33532998894425,174.89634007462968,27.610264285115715,1724.3811894165733
107.40078024949608,217.741977297821,15.417228989178938,1994.6857361058596
105.29372762418954,205.93504660052795,22.046667615003216,1896.1538197027792
65.87793087759547,183.05919609669184,15.158262315634312,1676.050639957416
124.93165920625478,185.33812550267817,23.385219565092566,1826.5994485982967
120.50595862843015,185.2153020416092,20.978117598346373,1725.614904893394
65.3540115357377,170.20355084561137,12.999001993103674,1524.7194724400663
92.70940479487,195.6209385168433,22.984511788953146,1805.282625343225
61.46575908966754,183.13661039264156,20.800653675399644,1629.7710699813435
107.36703338972947,185.46171990417957,14.719182374414999,1778.426054481002
117.12987830731234,268.3379035741901,17.705606870934393,2408.958096150087
132.20007932392335,225.1616740285469,16.574569003027218,2142.8152593972886
102.098428567179,222.4570988633393,17.069918011281576,2028.7505202760233
93.16840163465322,171.37278051873403,17.950507805188533,1604.5974624146222
75.48484793189934,160.33679897413055,17.7710451534888,1506.7102785976504
134.2605234426124,242.16400570771708,24.58627627268978,2268.4462964421223
103.33149921113021,141.08480185788025,25.268529281670464,1389.8809159562572
88.25250258778595,181.10261608584912,15.879967131883472,1667.3557832084898
99.06951920398247,236.8974100687452,27.042806015389196,2129.7027912364406
78.13034672586151,242.52663733556065,27.415514289457953,2121.404094625429
101.55031188970291,200.46163224226666,18.42403234358264,1860.0141550547462
69.37988497045833,174.923497348034,23.13853842665424,1638.9240705861046
114.03957065270188,200.11864929347885,17.201527324480722,1895.2846699763386
74.39106558522911,184.98070449020068,18.939018853440906,1664.3221740398542
103.94942827848413,179.31376453498208,18.554646041605803,1699.386482854833
72.533300475615,237.70719859859562,16.59196390453471,2038.7650967804439
69.57139924641746,230.4104581361934,24.35013003229504,2056.1741068557676
52.775412694842025,169.4881876042873,19.289995464302837,1533.2116230631445
82.58079271332903,200.97997571588036,17.976001748611072,1805.7940046519016
49.27700592692553,215.17733972651118,23.98072772583636,1909.5249841216364
78.89731324765407,260.21343586510056,21.138689396191907,2306.996305142496
124.17464540948954,212.32667336952713,14.313345665064624,2001.4611327694877
74.46473604240896,217.22084168913278,12.906577428199354,1890.9886284659688
96.13858588685757,161.1501243563124,15.277386553932136,1495.7187068387789
62.00921448233196,240.44512627954586,12.915027156056468,2054.0564261605214
80.75144418679085,212.89757101383003,17.27425904569804,1904.7974482177708
104.75417255748638,172.5652264635531,19.966739722254534,1654.2076341653724
96.68838070857299,226.60496036631528,23.435658289749725,2018.0159516320396
123.07387249540028,144.6888348143324,14.436262644425945,1477.505520217747
80.73384972378551,203.89297221588544,22.62702645969908,1798.2584786095447
63.40025173828127,249.2333458079994,17.043122935961904,2189.208442494813
94.19198338024688,217.52475469381474,27.068971664981248,1965.8821174355708
116.50828944360687,180.98477575288496,17.683960042302036,1752.3386649743895
102.93476871155954,226.49308805683083,22.93841863483458,2032.0982495122526
126.91571459689607,176.05078588813905,21.266441176307318,1704.9213730643125
65.94563018897543,203.68038077316427,15.006515063563366,1798.254001016809
139.35489580681482,225.63394691689044,14.387190993653352,2116.1766594318115
121.51261721458127,180.91899183386644,14.31459364704019,1694.0297487465807
89.8280017227,147.53268946216502,20.311254415335988,1392.589480207545
82.70648775555074,221.30806190240506,21.125897917191303,1991.235509135405
84.22636203742147,178.45698968479002,15.3760905117404,1662.3042826541214
90.04682140820785,189.68362064355432,18.18271905017252,1727.8094709439238
102.77768537885302,168.88721702190804,23.09634897425674,1617.0352611402814
82.68614952067531,216.31179632647743,27.43750877543922,1904.960089285147
97.64109227181665,187.16857336428424,18.781395522529806,1738.487727967441
71.49385429280427,254.08062235761437,17.108327111265417,2293.84661093209
53.51377923555862,130.66276565138384,10.524307067330046,1189.3652009926425
101.32160668125164,188.23221184922127,21.227715220041926,1720.731092715579
115.68597840869703,215.34392092799993,19.885832623906364,1998.1458361955026
82.40091901188241,143.0410913540054,13.710893049822777,1340.273292411134
128.31694982769406,237.83356853804418,28.777437937368383,2241.5833583613307
136.4131724091284,205.2485648757767,9.382866684095157,1900.7335568771423
104.82904331857937,249.6980526789764,26.323879255765103,2294.9874994364877
97.99609473908774,180.46081893001704,17.30073550943983,1706.9340203381373
81.35172179708347,215.92324200223305,23.526989988103697,1886.3549775529725
106.61582812463041,181.13457161484024,21.58532344185836,1705.330253701393
113.55024093568787,215.08156525239178,13.075628033066735,2007.0913012392461
100.0850556931361,213.21183058024405,10.866124683311067,1960.7733618862046
72.01428524631287,215.40159919783147,18.807709535004154,1888.1330653911011
137.1284895839351,192.83640240035473,14.819417720692222,1888.6568343957272
79.6610567244665,205.32930827302818,9.419497964179355,1875.7953343011532
101.34611710823242,169.328107253079,24.727342248042564,1599.5721428308136
102.88295756514947,223.43526461454732,20.317067955170142,2048.203560160354
88.4581757029098,240.4807106603559,5.9436804577322135,2124.96036754595
88.77965662376207,222.51582877816583,18.766468114049832,2020.5212858854338
82.9393963425808,158.04818354411697,29.744072581756477,1505.2025768808023
74.55385426458098,220.59689735315396,16.311414200504483,1951.7803788442668
116.97459944400663,212.69107653158503,29.970616487565774,2000.2602231997412
104.08130577283667,189.63305811204182,16.83708454257968,1773.963712714688
112.75752696772804,228.77395605797403,21.948002754274928,2043.1849368428052
92.36545564205397,213.272865635231,12.298527849911094,1923.9740299797447
98.2606797727179,157.44324484960168,21.761605702220894,1437.390711750234
91.65319419497168,207.66186455525752,28.406495005228724,1888.7893470421093
88.86491613902962,251.92282005472882,15.58570020340079,2259.912022625153
87.54179303044849,267.08810697217604,15.551489901383924,2363.0777321884025
82.79488792246599,180.74875752650038,17.227451932926062,1676.5402057074434
81.94944163637577,178.3476051360821,20.052704315336328,1666.5218566318933
108.98836376642896,216.9783521065147,16.96134438193726,1978.4298336655943
102.64986221937218,182.8704839667824,21.502287905510336,1713.1794795582641
44.55545946407292,195.4408294843218,25.63419008274045,1685.5198112083306
131.12529428408985,184.7611653084809,20.76267105496417,1753.7678851407704
90.9068422595067,206.5612841822419,8.225592467716696,1890.7306508485465
96.47424276929193,209.60758004003307,28.354450038181078,1966.1624640787813
125.72598859744984,252.72601458125155,13.720509808775844,2321.223676260817
115.0252146183675,172.1969145922365,23.147389783770468,1647.9241283892275
81.60759632147378,215.3270242178064,13.945709314885166,1924.6317354621963
80.99702799307332,227.8056738006288,20.57687745497729,2065.662163420134
102.5154631770039,186.3388619494496,24.47384074536276,1741.9926812542628
92.29126611720875,163.07826177759955,13.867370860457534,1493.3859537081294
100.42553102425794,220.45767412411007,19.593394642295376,1987.9020387017333
50.02297889255799,251.73393048923487,20.854183613917733,2163.0263904521125
91.95640593667835,210.2795054285964,17.558313412631996,1920.5438778092619
117.28924062534576,205.50620987157163,21.997477382654296,1909.323143341649
77.67527695582865,225.78907118811057,25.656073242101744,2012.9058732470808
102.15677062149398,194.56886148382574,24.184400982025505,1814.1427300156224
107.61592067047498,186.68140387791954,20.09434855153017,1755.5705765871185
109.52578827075901,234.8692914280142,22.100252568181084,2175.834678439231
122.02438339528659,247.16040488138898,22.998013516796497,2277.3249234266646
84.03037952969768,233.5133699707493,18.767688290875714,2080.247545591694
114.60059086121122,191.90882634670768,19.007095880183886,1798.3691497833188
129.1427541851073,203.04343461488253,18.530199772772544,1900.524900446739
118.08819026012003,222.60866612421412,16.907527400942165,2080.651193336314
77.52221043933,202.47872885261359,24.187947362330775,1855.999746336266
105.3102246749124,210.7966552870666,16.675278080191084,1966.959259802919
102.03723701178146,229.56955410726482,28.146464136958425,2080.9799598766654
80.05680336489856,204.88916038703317,26.22319216365316,1885.4715060852352
82.9619319141426,220.9471504899451,29.38713097263039,2027.8367899148227
83.96819943341501,179.67638778121764,21.02582902957188,1673.8431661537459
68.58901784410554,182.0550400490427,20.32910525109302,1621.990253612997
124.27477774888001,179.5960992546198,33.27614630692273,1707.088423215792
107.84202426050443,212.12092155005917,14.718753936544823,1973.9823161296717
51.26021672187445,181.60301601961316,18.02058953368495,1591.9105719963582
127.93014331954188,157.59280691867434,22.706891997109395,1579.4794584962722
163.81667222982188,241.16892869336542,24.616818061449422,2276.7524039126306
69.11126790858555,171.43289915779752,22.801247478097718,1551.42033133034
94.44030082865173,165.27904497552717,15.071615961419665,1528.593924527201
81.55747683960863,159.00579031197776,20.395978647669924,1517.5267923019196
135.16601626465038,188.28434639709758,23.917089196556116,1844.5045960470404
109.22401560093903,218.36203803128203,17.48794318064494,1995.005090689286
62.85114027918845,238.4030513957045,25.12278924406853,2049.2787887047602
97.14047855251631,133.07906189537323,22.87808706925464,1292.638131769322
90.6210830772972,161.54785707291938,15.002505835331393,1533.3137340868027
91.23778369270212,188.724422951065,17.08924078709235,1723.863021455596
92.66602777321393,208.8947723459687,23.550757582753096,1889.498329937615
89.89188011538803,184.29131362929635,18.246994266305844,1700.1588346165813
121.41736828674703,169.6148286164864,25.84738356038381,1685.262354066672
83.78754517465335,211.3160755652735,16.641581144507757,1914.2095370975342
115.26759029023792,211.93676789995828,25.740418892832153,1992.238569825617
98.39522065591551,176.68396090577377,17.04847805149597,1667.4731932356844
108.1259376319241,193.03443831790108,20.285035553087774,1825.265057531852
80.89028597390843,100.80626765472137,20.18751048079902,1022.9883872996414
116.42278444827045,192.9118640495858,31.472801650487305,1858.2228243284565
87.49507481689399,215.96825055158516,17.806446585141614,1950.4607435919806
118.38029129328973,220.18804794112464,13.801455617265738,2061.0361178523326
91.68198052626913,234.48696144051362,15.969109455938014,2127.4761391497104
64.73950389876995,194.22076071194672,11.502261232244294,1715.535696711648
110.54458441588886,222.68742271878838,15.824577859088908,2045.48947898649
60.382358905810236,203.27642291915902,14.787726487677245,1773.2705781311129
116.93034394084367,195.68252619382082,14.373809089551024,1826.1790180799858
56.580875435081325,187.85912498924344,14.572243115363957,1685.9387865342644
112.38101900574905,201.00808937407604,14.74293047661133,1866.9552103947992
66.56312297359437,239.65943013676835,22.952681866651485,2116.6817083593282
138.9365062291704,205.22926065725974,17.153369345696174,1942.0156877049521
